Číslo případu,Datum spáchání,Místo činu,Číslo zákona,Paragraf,Odstavec,Písmeno,Bod,Způsob vyřízení
2773,2020-05-08,  ,56/2001,83,1,b),,pokuta
1192,2023-12-12,  ,361/2000,125f,1,,,pokuta
1132,2023-12-10,  ,361/2000,125f,1,,,pokuta
1635,2023-11-18, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1412,2023-11-17, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1240,2023-12-13,  ,361/2000,125f,1,,,pokuta
1275,2023-12-14,  ,361/2000,125f,1,,,pokuta
1264,2023-12-14,  ,361/2000,125f,1,,,pokuta
1253,2023-12-13,  ,361/2000,125f,1,,,pokuta
1231,2023-12-13,  ,361/2000,125f,1,,,pokuta
1187,2023-12-12, (dvorní část) ,361/2000,125f,1,,,pokuta
1143,2023-12-11,  ,361/2000,125f,1,,,pokuta
1620,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1475,2023-11-17, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1397,2023-11-17, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1237,2023-12-13, (křižovatka s ul. Žilinská č. pop. 1359/38\, ve směru k ul. Ježkova) ,361/2000,125f,1,,,pokuta
1226,2023-12-13,  ,361/2000,125f,1,,,pokuta
1215,2023-12-13,  ,361/2000,125f,1,,,pokuta
1204,2023-12-13, Zadní část budovy ,361/2000,125f,1,,,pokuta
1193,2023-12-12,  ,361/2000,125f,1,,,pokuta
1171,2023-12-12,  ,361/2000,125f,1,,,pokuta
1138,2023-12-10,  ,361/2000,125f,1,,,pokuta
1243,2023-12-13,  ,361/2000,125f,1,,,pokuta
1210,2023-12-13,  ,361/2000,125f,1,,,pokuta
1155,2023-12-11, (dvorní část) ,361/2000,125f,1,,,pokuta
1574,2023-11-18, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1496,2023-11-17, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1485,2023-11-17, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1418,2023-11-17, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1267,2023-12-14,  ,361/2000,125f,1,,,pokuta
1363,2023-11-16, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1245,2023-12-13,  ,361/2000,125f,1,,,pokuta
1330,2023-11-16, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1212,2023-12-13,  ,361/2000,125f,1,,,pokuta
1461,2023-11-17, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1274,2023-12-14,  ,361/2000,125f,1,,,pokuta
1241,2023-12-13,  ,361/2000,125f,1,,,pokuta
1197,2023-12-12,  ,361/2000,125f,1,,,pokuta
1153,2023-12-11,  ,361/2000,125f,1,,,pokuta
1428,2023-11-17, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1516,2023-11-18, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1290,2023-12-15,  ,361/2000,125f,1,,,pokuta
1246,2023-12-13,  ,361/2000,125f,1,,,pokuta
1191,2023-12-12,  ,361/2000,125f,1,,,pokuta
1147,2023-12-11,  ,361/2000,125f,1,,,pokuta
1739,2023-11-19, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1651,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1404,2023-11-17, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1699,2023-11-19, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1588,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1271,2023-12-14,  ,361/2000,125f,1,,,pokuta
1183,2023-12-12,  ,361/2000,125f,1,,,pokuta
1348,2023-11-16, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1633,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1577,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1291,2023-12-15, (naproti objektu\, křižovatka s ul. Milíčova\, ve směru k ul. S. K. Neumanna) ,361/2000,125f,1,,,pokuta
1194,2023-12-12,  ,361/2000,125f,1,,,pokuta
1115,2023-12-07, (naproti domu) ,361/2000,125f,1,,,pokuta
1294,2023-12-27,  ,361/2000,125f,1,,,pokuta
1123,2023-12-08,  ,361/2000,125f,1,,,pokuta
1283,2023-12-14,  ,361/2000,125f,1,,,pokuta
1195,2023-12-12,  ,361/2000,125f,1,,,pokuta
1129,2023-12-08,  ,361/2000,125f,1,,,pokuta
1118,2023-12-07,  ,361/2000,125f,1,,,pokuta
1101,2024-01-13, křižovatka Českobratrská-Sokolská třída v Moravské Ostravě\, od Bazal směr Fifejdy ,361/2000,125f,1,,,pokuta
1096,2024-01-08, křižovatka Českobratrská-Sokolská třída v Moravské Ostravě\, od Bazal směr centrum ,361/2000,125f,1,,,pokuta
1492,2023-11-17, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1626,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1537,2023-11-18, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1327,2023-11-16, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1200,2023-12-12, (křižovatka s ul. Matěje Kopeckého č. pop. 675/21\, ve směru k ul. Alšovo náměstí)) ,361/2000,125f,1,,,pokuta
1189,2023-12-12, (ve dvorní části\, naproti domu ) ,361/2000,125f,1,,,pokuta
1258,2023-12-14,  ,361/2000,125f,1,,,pokuta
1214,2023-12-13, (křižovatka s ul. Kopaniny\, naproti Pekařství\, ve směru k ul. Štolbova) ,361/2000,125f,1,,,pokuta
1369,2023-11-16, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1693,2023-11-19, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1571,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1700,2023-11-19, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1600,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1589,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1578,2023-11-18, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1533,2023-11-18, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1301,2023-11-16, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1104,2024-01-13, křižovatka Českobratrská-Sokolská třída v Moravské Ostravě\, od Bazal směr Fifejdy ,361/2000,125f,1,,,pokuta
1365,2023-11-16, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1374,2023-11-16, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1587,2023-11-18, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1354,2023-11-16, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1582,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1728,2023-11-19, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1318,2023-11-16, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1481,2023-11-17, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1441,2023-11-17, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1169,2023-12-12,  ,361/2000,125f,1,,,pokuta
1466,2023-11-17, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1639,2023-11-18, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1551,2023-11-18, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2756,2023-11-09, v Ostravě na ulici Českobratrská směrem od ulice Hladnovská k ulici Bukovanského ,361/2000,125c,1,k),,pokuta
2758,2023-12-01, v Ostravě na ulici U Haldy ve směru od ulice Moravská k ulici Dr.Martínka ,361/2000,125c,1,k),,pokuta
2762,2024-01-12, v Ostravě na ulici Provaznická 1531/11 ,168/1999,16,1,,,pokuta
2765,2024-01-09, v Ostravě na ul. 28.října ,56/2001,83,1,p),,pokuta
2765,2024-01-09, v Ostravě na ul. 28.října ,168/1999,16,1,,,pokuta
2771,2024-01-04, v Ostravě na ul. Plzeňské ,361/2000,125c,1,f),1,pokuta
2621,2023-11-27, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2412,2023-11-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2694,2023-11-28, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2683,2023-11-28, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2628,2023-11-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2302,2023-11-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2397,2023-11-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2080,2023-11-22, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1990,2023-11-22, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2353,2023-11-25, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2232,2023-11-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2020,2023-11-22, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1952,2023-11-21, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2369,2023-11-25, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2726,2023-11-29, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2704,2023-11-29, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2572,2023-11-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2473,2023-11-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2407,2023-11-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2186,2023-11-23, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2131,2023-11-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1929,2023-11-21, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1896,2023-11-21, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2118,2023-11-23, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2062,2023-11-22, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1828,2023-11-20, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1905,2023-11-21, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1839,2023-11-20, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1806,2023-11-20, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1773,2023-11-20, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2701,2023-11-28, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2624,2023-11-27, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2549,2023-11-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2472,2023-11-26, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2117,2023-11-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2072,2023-11-22, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2764,2024-01-18, na silnici II/465 směr jízdy k ulici Ostravská poblíž ski areálu Vaňkův kopec ,361/2000,125f,1,,,pokuta
2388,2023-11-25, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2200,2023-11-23, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2593,2023-11-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2285,2023-11-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2152,2023-11-23, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1928,2023-11-21, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2404,2023-11-25, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2641,2023-11-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2542,2023-11-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2531,2023-11-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2355,2023-11-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2267,2023-11-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2167,2023-11-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1899,2023-11-21, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1844,2023-11-20, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2525,2023-11-26, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2720,2023-11-29, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2695,2023-11-28, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2651,2023-11-27, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2596,2023-11-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2508,2023-11-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2486,2023-11-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2155,2023-11-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1771,2023-11-20, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2173,2023-11-23, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2699,2023-11-28, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2633,2023-11-27, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2402,2023-11-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2226,2023-11-24, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2081,2023-11-22, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2642,2023-11-27, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2587,2023-11-27, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2312,2023-11-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2201,2023-11-23, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1881,2023-11-20, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2282,2023-11-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2469,2023-11-26, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2513,2023-11-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2579,2023-11-27, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2568,2023-11-27, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2220,2023-11-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2563,2023-11-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2299,2023-11-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2244,2023-11-24, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2222,2023-11-24, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2211,2023-11-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
1755,2023-11-19, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2400,2023-11-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
1978,2023-11-21, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2541,2023-11-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2272,2023-11-24, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2362,2023-11-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2141,2023-11-23, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2119,2023-11-23, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2007,2023-11-22, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2053,2023-11-22, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125f,1,,,pokuta
2444,2023-11-26, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2344,2023-11-25, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2637,2023-11-27, tunel Klimkovice\, směr Ostrava\, výjezd\, pruh 1 ,361/2000,125c,1,f),3,pokuta
2608,2023-11-27, tunel Klimkovice\, směr Brno\, výjezd\, pruh 1 ,361/2000,125c,1,f),4,pokuta
2039,2023-11-22, tunel Klimkovice\, směr Brno\, výjezd\, pruh 2 ,361/2000,125f,1,,,pokuta
2774,2023-12-04, v Ostravě po ulici Pikartské ,361/2000,125c,1,f),8,pokuta
2775,2024-01-20, v obci Horní Lhota po silnici II/465 ,361/2000,125c,1,f),4,pokuta
2783,2024-01-18, v Ostravě na ul. 28.října poblíž zastávky tramvaje Krajský úřad ,361/2000,125c,1,f),1,pokuta
2783,2024-01-18, v Ostravě na ul. 28.října poblíž zastávky tramvaje Krajský úřad ,361/2000,125c,4,b),,pokuta
2783,2024-01-18, v Ostravě na ul. 28.října poblíž zastávky tramvaje Krajský úřad ,168/1999,16,2,,,pokuta
2790,2024-01-09,  ,361/2000,125c,4,b),,pokuta
2791,2024-01-06,  ,361/2000,125c,4,b),,pokuta
2792,2024-01-21, v Ostravě na ulici Rudná ve směru jízdy od ulice Plzeňská k ulici Lidická ,361/2000,125c,1,f),1,pokuta
2792,2024-01-21, v Ostravě na ulici Rudná ve směru jízdy od ulice Plzeňská k ulici Lidická ,361/2000,125c,1,f),12,pokuta
2794,2024-01-10, na dálnici D1\, v 363 km směr Polsko ,361/2000,125c,1,f),3,pokuta
3092,2024-01-19, v Ostravě u ČS EURO Oil přilehlé k ul. Muglinovské ,361/2000,125c,1,k),,pokuta
3092,2024-01-19, v Ostravě u ČS EURO Oil přilehlé k ul. Muglinovské ,361/2000,125c,1,i),2,pokuta
3096,2024-01-19, v Ostravě na ul. Závodní ,361/2000,125c,1,f),1,pokuta
3097,2024-01-10, u domu č.p.18 ,168/1999,16,1,,,pokuta
3057,2023-12-31,  ,361/2000,125c,1,k),,pokuta
3070,2024-01-05,  ,361/2000,125c,1,k),,pokuta
3071,2024-01-06,  ,168/1999,16,1,,,pokuta
3073,2024-01-06,  ,168/1999,16,1,,,pokuta
3084,2024-01-11,  ,361/2000,125c,1,f),11,pokuta
3089,2024-01-15,  ,361/2000,125c,1,k),,pokuta
3090,2024-01-04,  ,361/2000,125c,4,b),,pokuta
3091,2024-01-16, v obci Petřvald na ul. Ostravské ,56/2001,83a,2,d),,pokuta
3067,2024-01-04,  ,361/2000,125f,1,,,pokuta
2937,2023-12-17,  ,361/2000,125f,1,,,pokuta
2915,2023-12-17,  ,361/2000,125f,1,,,pokuta
2816,2023-12-12,  ,361/2000,125f,1,,,pokuta
3052,2023-12-25,  ,361/2000,125f,1,,,pokuta
3008,2023-12-19,  ,361/2000,125f,1,,,pokuta
2931,2023-12-17,  ,361/2000,125f,1,,,pokuta
2920,2023-12-17,  ,361/2000,125f,1,,,pokuta
2865,2023-12-15,  ,361/2000,125f,1,,,pokuta
2854,2023-12-15,  ,361/2000,125f,1,,,pokuta
2810,2023-12-05,  ,361/2000,125f,1,,,pokuta
2995,2023-12-19,  ,361/2000,125f,1,,,pokuta
2984,2023-12-19,  ,361/2000,125f,1,,,pokuta
2973,2023-12-18,  ,361/2000,125f,1,,,pokuta
2907,2023-12-16,  ,361/2000,125f,1,,,pokuta
2863,2023-12-15,  ,361/2000,125f,1,,,pokuta
2841,2023-12-15,  ,361/2000,125f,1,,,pokuta
2998,2023-12-19,  ,361/2000,125f,1,,,pokuta
2987,2023-12-19,  ,361/2000,125f,1,,,pokuta
2943,2023-12-18,  ,361/2000,125f,1,,,pokuta
2921,2023-12-17,  ,361/2000,125f,1,,,pokuta
2899,2023-12-16,  ,361/2000,125f,1,,,pokuta
2866,2023-12-15,  ,361/2000,125f,1,,,pokuta
2811,2023-12-09,  ,361/2000,125f,1,,,pokuta
3000,2023-12-19,  ,361/2000,125f,1,,,pokuta
2989,2023-12-19,  ,361/2000,125f,1,,,pokuta
2945,2023-12-18,  ,361/2000,125f,1,,,pokuta
2923,2023-12-17,  ,361/2000,125f,1,,,pokuta
2813,2023-12-10, (Vnitroblok) ,361/2000,125f,1,,,pokuta
2802,2023-11-28,  ,361/2000,125f,1,,,pokuta
3075,2024-01-08,  ,361/2000,125f,1,,,pokuta
3051,2023-12-21,  ,361/2000,125f,1,,,pokuta
3007,2023-12-19,  ,361/2000,125f,1,,,pokuta
2996,2023-12-19,  ,361/2000,125f,1,,,pokuta
2985,2023-12-19,  ,361/2000,125f,1,,,pokuta
2974,2023-12-18,  ,361/2000,125f,1,,,pokuta
2908,2023-12-17, Křižovatka s ul. Stodolní ,361/2000,125f,1,,,pokuta
2886,2023-12-16,  ,361/2000,125f,1,,,pokuta
2853,2023-12-15,  ,361/2000,125f,1,,,pokuta
2844,2023-12-15,  ,361/2000,125f,1,,,pokuta
2890,2023-12-16,  ,361/2000,125f,1,,,pokuta
3045,2023-12-20,  ,361/2000,125f,1,,,pokuta
2935,2023-12-17,  ,361/2000,125f,1,,,pokuta
2891,2023-12-16,  ,361/2000,125f,1,,,pokuta
2858,2023-12-15, (naproti domu) ,361/2000,125f,1,,,pokuta
2847,2023-12-15,  ,361/2000,125f,1,,,pokuta
2971,2023-12-18,  ,361/2000,125f,1,,,pokuta
2872,2023-12-15,  ,361/2000,125f,1,,,pokuta
3037,2023-12-20,  ,361/2000,125f,1,,,pokuta
2894,2023-12-16,  ,361/2000,125f,1,,,pokuta
2991,2023-12-19,  ,361/2000,125f,1,,,pokuta
2936,2023-12-17, (křižovatka s ul. náměstí Družby) ,361/2000,125f,1,,,pokuta
2848,2023-12-15,  ,361/2000,125f,1,,,pokuta
3048,2023-12-20, (křižovatka s ul. Svornosti) ,361/2000,125f,1,,,pokuta
3066,2023-12-21,  ,361/2000,125f,1,,,pokuta
2914,2023-12-17,  ,361/2000,125f,1,,,pokuta
2859,2023-12-15, (naproti objektu) ,361/2000,125f,1,,,pokuta
2928,2023-12-17, (křižovatka s ul. Jindřichova) ,361/2000,125c,1,k),,pokuta
2900,2023-12-16, Husův sad ,361/2000,125f,1,,,pokuta
2889,2023-12-16,  ,361/2000,125f,1,,,pokuta
2878,2023-12-15,  ,361/2000,125f,1,,,pokuta
2823,2023-12-14,  ,361/2000,125f,1,,,pokuta
2812,2023-12-10,  ,361/2000,125f,1,,,pokuta
2895,2023-12-16,  ,361/2000,125f,1,,,pokuta
2969,2023-12-18, (vedle Ostravského muzea) ,361/2000,125f,1,,,pokuta
